image_name,predicted_label,confidence
T10_d02_294_a_1.jpg,underripe,0.9193
T10_d07_351_a_1.jpg,underripe,0.9700
Tam_d08_017_a_4.jpg,overripe,0.7643
T20_d09_324_a_4.jpg,overripe,0.9641
T10_d24_406_b_5.jpg,overripe,0.9409
T10_d21_098_a_5.jpg,underripe,0.8813
T20_d03_150_a_2.jpg,underripe,0.9763
T10_d04_430_a_1.jpg,underripe,0.9792
Tam_d11_073_b_5.jpg,overripe,0.9097
T10_d24_420_a_4.jpg,overripe,0.8299
T20_d08_132_b_4.jpg,overripe,0.7633
T20_d10_316_a_5.jpg,overripe,0.8236
Tam_d02_216_b_2.jpg,underripe,0.9361
T10_d12_447_a_3.jpg,overripe,0.5421
Tam_d05_344_a_4.jpg,overripe,0.7689
T10_d22_092_a_4.jpg,overripe,0.8648
T10_d20_442_a_4.jpg,underripe,0.6661
T10_d02_145_b_1.jpg,underripe,0.9272
Tam_d11_307_a_5.jpg,overripe,0.7101
T20_d07_244_b_4.jpg,underripe,0.4397
T10_d14_306_a_3.jpg,underripe,0.4859
T20_d06_188_b_4.jpg,underripe,0.7760
Tam_d06_200_a_3.jpg,underripe,0.6973
T20_d04_240_b_2.jpg,underripe,0.6586
Tam_d03_465_b_2.jpg,underripe,0.9843
T20_d07_394_b_4.jpg,overripe,0.7522
T10_d21_133_a_5.jpg,underripe,0.5105
T10_d02_152_a_1.jpg,underripe,0.9643
Tam_d07_318_b_4.jpg,overripe,0.5194
Tam_d10_039_b_5.jpg,overripe,0.6061
T10_d23_372_b_5.jpg,overripe,0.5806
T10_d03_236_b_1.jpg,underripe,0.9438
T10_d01_405_a_1.jpg,underripe,0.9576
Tam_d01_064_b_1.jpg,underripe,0.9795
T10_d12_275_a_3.jpg,underripe,0.8053
T10_d14_092_a_3.jpg,underripe,0.5650
Tam_d05_159_a_2.jpg,underripe,0.5669
T20_d02_146_a_2.jpg,underripe,0.8114
T10_d20_253_a_4.jpg,overripe,0.8889
T10_d10_349_a_3.jpg,underripe,0.8976
T10_d16_372_b_3.jpg,overripe,0.4872
T20_d11_462_b_5.jpg,overripe,0.6519
T20_d08_468_b_4.jpg,overripe,0.4715
T10_d15_149_a_3.jpg,underripe,0.4946
T10_d02_206_b_1.jpg,underripe,0.9818
T10_d02_328_a_1.jpg,underripe,0.9383
T20_d06_116_a_3.jpg,underripe,0.7024
T10_d10_376_b_3.jpg,underripe,0.5909
Tam_d11_397_b_5.jpg,overripe,0.9235
T10_d18_366_b_4.jpg,overripe,0.6964
T20_d01_010_a_1.jpg,underripe,0.9571
T10_d11_368_b_3.jpg,underripe,0.9644
Tam_d05_318_b_2.jpg,underripe,0.5391
T10_d19_475_a_4.jpg,overripe,0.8803
T10_d03_100_a_1.jpg,underripe,0.9900
T10_d21_181_b_5.jpg,overripe,0.6807
Tam_d04_342_a_1.jpg,underripe,0.8268
T10_d12_163_a_3.jpg,underripe,0.7789
T10_d04_011_b_1.jpg,underripe,0.9854
T10_d13_034_b_4.jpg,underripe,0.5507
Tam_d04_242_a_3.jpg,underripe,0.6410
T10_d19_048_b_4.jpg,overripe,0.5047
T10_d23_048_a_4.jpg,overripe,0.5971
T10_d13_204_a_3.jpg,underripe,0.9262
T10_d04_415_a_1.jpg,underripe,0.9710
T10_d07_111_b_1.jpg,underripe,0.9776
T10_d22_015_b_4.jpg,overripe,0.7150
T20_d02_438_b_1.jpg,underripe,0.9799
T20_d01_334_b_1.jpg,underripe,0.9644
T20_d01_081_a_1.jpg,underripe,0.9889
T20_d09_049_b_4.jpg,overripe,0.5468
T10_d01_233_a_1.jpg,underripe,0.9814
T10_d01_250_a_1.jpg,underripe,0.9487
Tam_d11_230_a_5.jpg,overripe,0.8715
T20_d10_188_a_5.jpg,overripe,0.9748
T20_d06_369_a_3.jpg,overripe,0.7130
Tam_d04_053_a_3.jpg,underripe,0.9387
T10_d06_219_b_1.jpg,underripe,0.9796
T10_d17_376_b_4.jpg,overripe,0.7943
Tam_d06_074_a_3.jpg,underripe,0.5822
T10_d09_229_a_2.jpg,underripe,0.9210
T10_d12_381_a_3.jpg,overripe,0.4643
T10_d21_398_b_5.jpg,overripe,0.6493
Tam_d07_466_b_4.jpg,overripe,0.8857
Tam_d09_473_b_5.jpg,overripe,0.9170
T10_d05_162_a_1.jpg,underripe,0.9381
T10_d13_327_b_3.jpg,underripe,0.6120
T10_d02_131_b_1.jpg,underripe,0.9554
T10_d10_368_a_2.jpg,underripe,0.9677
T10_d08_331_b_2.jpg,underripe,0.6605
T20_d09_232_a_4.jpg,overripe,0.9211
T10_d21_087_b_5.jpg,overripe,0.7652
Tam_d08_456_b_5.jpg,overripe,0.9610
T10_d12_328_a_3.jpg,underripe,0.5166
T10_d20_213_a_4.jpg,overripe,0.5780
T10_d14_110_a_3.jpg,overripe,0.5351
T10_d24_444_b_5.jpg,overripe,0.6104
Tam_d11_428_a_5.jpg,overripe,0.8574
T10_d06_217_a_1.jpg,underripe,0.9508
T20_d09_107_b_4.jpg,overripe,0.9238
Tam_d07_457_b_4.jpg,overripe,0.7441
T10_d01_385_b_1.jpg,underripe,0.9730
T10_d08_130_a_2.jpg,underripe,0.8887
T10_d18_393_a_4.jpg,underripe,0.8772
T10_d09_290_a_3.jpg,overripe,0.5033
Tam_d01_068_a_1.jpg,underripe,0.9900
T20_d07_049_b_4.jpg,overripe,0.5691
T20_d07_212_a_4.jpg,overripe,0.8203
T20_d04_190_a_3.jpg,underripe,0.6227
T10_d08_026_b_2.jpg,underripe,0.9626
T20_d07_161_b_4.jpg,overripe,0.9548
Tam_d01_304_b_1.jpg,underripe,0.9613
T20_d05_369_b_3.jpg,underripe,0.6286
T20_d03_255_b_2.jpg,underripe,0.9881
T10_d09_237_a_2.jpg,underripe,0.5891
T20_d05_240_b_3.jpg,overripe,0.6388
T10_d21_194_b_4.jpg,overripe,0.7467
Tam_d10_434_a_5.jpg,overripe,0.8576
Tam_d05_460_a_2.jpg,underripe,0.4156
T10_d12_375_a_3.jpg,overripe,0.5806
T10_d03_398_b_1.jpg,underripe,0.9585
T10_d01_007_b_1.jpg,underripe,0.9629
T10_d09_367_b_2.jpg,underripe,0.8867
T20_d02_004_a_2.jpg,underripe,0.9291
T20_d08_432_a_4.jpg,overripe,0.8593
T20_d05_409_b_2.jpg,underripe,0.7480
T10_d03_377_b_1.jpg,underripe,0.9666
T10_d09_429_b_2.jpg,underripe,0.7575
T10_d23_211_a_5.jpg,overripe,0.7348
T10_d15_217_a_3.jpg,underripe,0.4747
T10_d05_211_b_1.jpg,underripe,0.7419
T20_d09_185_a_4.jpg,overripe,0.8721
Tam_d02_078_a_2.jpg,underripe,0.9283
T10_d12_136_a_3.jpg,underripe,0.7084
T10_d04_149_b_1.jpg,underripe,0.9854
T10_d07_089_a_1.jpg,underripe,0.9518
T10_d14_408_b_3.jpg,overripe,0.5957
T10_d06_125_b_1.jpg,underripe,0.9875
T10_d04_430_b_1.jpg,underripe,0.9895
T10_d17_172_a_4.jpg,overripe,0.8154
T10_d07_069_a_2.jpg,underripe,0.9080
T10_d09_234_b_2.jpg,underripe,0.9068
T10_d11_382_a_3.jpg,underripe,0.6639
T10_d16_221_b_3.jpg,overripe,0.7258
T10_d22_254_b_5.jpg,overripe,0.9848
Tam_d06_465_a_4.jpg,overripe,0.5207
T20_d08_423_a_4.jpg,underripe,0.5893
T10_d13_234_a_4.jpg,underripe,0.7874
T10_d14_294_a_5.jpg,overripe,0.9077
T10_d18_333_b_3.jpg,overripe,0.6509
T10_d05_252_b_1.jpg,underripe,0.9761
Tam_d07_057_b_4.jpg,overripe,0.7199
Tam_d01_403_a_1.jpg,underripe,0.8868
T20_d07_371_a_3.jpg,overripe,0.6185
Tam_d11_356_a_5.jpg,overripe,0.9024
T10_d22_130_b_5.jpg,overripe,0.8298
T10_d16_470_a_4.jpg,overripe,0.5868
T10_d06_315_b_1.jpg,underripe,0.9783
T10_d05_447_a_1.jpg,underripe,0.9649
T20_d03_132_a_2.jpg,underripe,0.9209
T10_d04_148_b_1.jpg,underripe,0.9654
T10_d25_047_b_5.jpg,overripe,0.4551
Tam_d05_467_a_3.jpg,underripe,0.5643
Tam_d04_318_a_2.jpg,underripe,0.9591
Tam_d05_403_b_4.jpg,overripe,0.8187
Tam_d04_164_a_2.jpg,underripe,0.8747
Tam_d09_068_a_5.jpg,overripe,0.7991
T10_d08_351_a_1.jpg,underripe,0.9518
Tam_d04_052_a_3.jpg,underripe,0.8315
T10_d07_094_b_1.jpg,underripe,0.9657
T10_d10_022_a_2.jpg,underripe,0.9096
T10_d13_193_a_3.jpg,underripe,0.6072
T10_d08_156_a_1.jpg,underripe,0.9766
T10_d11_046_a_3.jpg,underripe,0.7454
T20_d03_321_b_2.jpg,underripe,0.9611
T10_d13_058_b_3.jpg,underripe,0.7501
T20_d02_187_a_1.jpg,underripe,0.9845
T10_d08_471_b_1.jpg,underripe,0.9135
T10_d22_108_b_4.jpg,overripe,0.5495
T20_d10_279_b_5.jpg,overripe,0.9220
T10_d10_471_b_2.jpg,underripe,0.9354
T10_d09_395_b_2.jpg,underripe,0.8890
Tam_d01_273_a_1.jpg,underripe,0.9957
T20_d09_075_a_4.jpg,overripe,0.8497
T10_d06_422_a_2.jpg,underripe,0.9659
Tam_d07_017_a_4.jpg,overripe,0.6524
T10_d04_393_a_1.jpg,underripe,0.9913
T10_d10_398_b_3.jpg,underripe,0.9416
Tam_d04_016_a_3.jpg,underripe,0.9807
T10_d11_172_b_3.jpg,underripe,0.6024
T10_d10_350_a_3.jpg,underripe,0.9255
Tam_d07_205_b_4.jpg,underripe,0.6080
T10_d17_166_b_4.jpg,underripe,0.3395
T10_d04_284_b_2.jpg,underripe,0.6629
T10_d03_108_a_1.jpg,underripe,0.9599
Tam_d01_102_b_1.jpg,underripe,0.9477
T10_d02_194_b_1.jpg,underripe,0.9572
T20_d06_023_b_4.jpg,underripe,0.5088
T10_d03_108_b_1.jpg,underripe,0.9806
T10_d25_410_a_5.jpg,overripe,0.8284
T10_d01_021_b_1.jpg,underripe,0.9770
T10_d06_034_a_1.jpg,underripe,0.9872
T10_d16_213_a_3.jpg,overripe,0.4489
T20_d01_177_b_1.jpg,underripe,0.9834
T10_d16_253_b_3.jpg,underripe,0.4628
T10_d15_217_b_3.jpg,underripe,0.8504
T10_d26_099_b_5.jpg,overripe,0.7614
T10_d11_206_b_3.jpg,underripe,0.9230
T10_d01_410_b_1.jpg,underripe,0.9629
Tam_d05_088_a_3.jpg,overripe,0.5803
Tam_d07_154_a_4.jpg,underripe,0.6693
T10_d04_425_a_1.jpg,underripe,0.9885
Tam_d04_195_b_2.jpg,underripe,0.9422
T20_d04_137_b_2.jpg,underripe,0.9685
Tam_d08_197_b_4.jpg,overripe,0.8712
Tam_d06_053_a_4.jpg,underripe,0.6537
T10_d15_035_a_4.jpg,underripe,0.5718
T10_d12_233_a_3.jpg,underripe,0.3528
T20_d08_383_a_3.jpg,overripe,0.6022
Tam_d03_304_a_2.jpg,underripe,0.9402
Tam_d09_009_a_5.jpg,overripe,0.9525
Tam_d04_144_a_3.jpg,underripe,0.8836
T20_d09_346_a_5.jpg,overripe,0.9410
T10_d21_018_b_5.jpg,overripe,0.7615
T10_d08_375_b_2.jpg,underripe,0.9677
T20_d02_256_b_1.jpg,underripe,0.9908
T20_d07_443_a_3.jpg,overripe,0.7867
T10_d14_395_b_3.jpg,underripe,0.4684
T10_d25_087_a_5.jpg,underripe,0.5287
Tam_d04_086_a_2.jpg,underripe,0.9719
Tam_d05_051_a_3.jpg,underripe,0.6153
T10_d16_058_a_4.jpg,overripe,0.5203
Tam_d04_286_b_2.jpg,underripe,0.9591
T10_d06_227_a_4.jpg,underripe,0.5575
Tam_d10_472_b_5.jpg,overripe,0.9015
T20_d02_439_a_1.jpg,underripe,0.9794
Tam_d08_457_a_4.jpg,overripe,0.5524
T10_d14_406_b_4.jpg,overripe,0.7531
T20_d01_363_b_1.jpg,underripe,0.9613
T10_d04_093_b_1.jpg,underripe,0.9868
Tam_d08_303_b_4.jpg,overripe,0.8753
T20_d09_225_a_4.jpg,overripe,0.9612
T10_d11_167_b_3.jpg,underripe,0.9060
T10_d01_381_a_1.jpg,underripe,0.9710
T20_d09_378_b_4.jpg,overripe,0.5754
Tam_d11_416_a_5.jpg,overripe,0.8216
T10_d12_065_a_4.jpg,overripe,0.7239
T10_d23_058_a_5.jpg,overripe,0.8148
T10_d15_136_b_3.jpg,overripe,0.5286
Tam_d05_179_a_4.jpg,overripe,0.7136
T10_d06_331_a_1.jpg,underripe,0.9053
T10_d15_294_a_5.jpg,overripe,0.8540
T20_d04_378_a_2.jpg,underripe,0.9357
T20_d09_103_a_4.jpg,overripe,0.9142
Tam_d04_074_b_2.jpg,underripe,0.9872
T10_d14_252_b_3.jpg,underripe,0.4457
T10_d15_276_a_3.jpg,underripe,0.6978
Tam_d03_088_b_2.jpg,underripe,0.9723
T10_d04_400_b_1.jpg,underripe,0.9778
T20_d06_371_b_3.jpg,underripe,0.6350
T20_d08_277_b_4.jpg,overripe,0.9608
Tam_d02_348_b_2.jpg,underripe,0.9798
T10_d16_387_b_3.jpg,overripe,0.7338
T20_d06_004_a_4.jpg,overripe,0.6864
T20_d04_321_a_2.jpg,underripe,0.8921
T10_d02_357_a_1.jpg,underripe,0.9557
T10_d20_459_b_4.jpg,underripe,0.5735
T10_d09_213_b_2.jpg,underripe,0.7828
T20_d07_224_b_4.jpg,underripe,0.4823
T20_d08_293_a_4.jpg,overripe,0.7329
T10_d26_450_b_5.jpg,overripe,0.7570
T10_d06_295_b_1.jpg,underripe,0.9882
Tam_d04_457_b_3.jpg,underripe,0.6999
T10_d16_276_b_3.jpg,underripe,0.4640
T10_d13_387_a_3.jpg,overripe,0.6965
T10_d19_422_a_5.jpg,overripe,0.7611
Tam_d03_179_a_2.jpg,underripe,0.8853
T10_d04_202_b_1.jpg,underripe,0.9639
T10_d24_326_a_5.jpg,overripe,0.5428
T10_d04_405_b_1.jpg,underripe,0.9509
T10_d18_470_b_4.jpg,underripe,0.6333
T10_d09_262_a_2.jpg,underripe,0.9521
T10_d02_365_b_1.jpg,underripe,0.9790
T10_d06_245_a_1.jpg,underripe,0.9594
T10_d14_448_b_4.jpg,underripe,0.5869
T10_d14_069_a_4.jpg,overripe,0.6401
T10_d26_445_a_5.jpg,underripe,0.6990
T10_d05_338_b_1.jpg,underripe,0.9797
T10_d02_284_b_1.jpg,underripe,0.8417
T20_d02_031_a_1.jpg,underripe,0.9846
Tam_d01_182_a_1.jpg,underripe,0.9870
T10_d06_163_b_2.jpg,underripe,0.9414
T10_d18_035_b_5.jpg,overripe,0.8725
T10_d25_069_a_5.jpg,overripe,0.7804
Tam_d08_028_b_4.jpg,overripe,0.5313
T10_d06_094_b_1.jpg,underripe,0.9887
T10_d14_290_b_5.jpg,overripe,0.7872
Tam_d10_175_b_5.jpg,overripe,0.6822
T10_d06_092_a_1.jpg,underripe,0.9855
T10_d05_067_b_1.jpg,underripe,0.9885
T10_d19_351_b_4.jpg,overripe,0.7014
T10_d17_007_a_4.jpg,overripe,0.7296
T20_d09_183_a_4.jpg,overripe,0.7903
T10_d13_266_b_3.jpg,underripe,0.7549
T10_d22_400_b_4.jpg,overripe,0.8733
T10_d02_330_a_1.jpg,underripe,0.9564
T10_d24_131_b_5.jpg,underripe,0.3806
T20_d05_313_a_3.jpg,overripe,0.5750
T10_d03_152_b_1.jpg,underripe,0.9721
T10_d12_405_a_3.jpg,underripe,0.4992
T10_d06_449_b_1.jpg,underripe,0.9780
T10_d26_413_a_5.jpg,overripe,0.7500
T10_d14_315_b_2.jpg,underripe,0.6125
T10_d05_128_b_1.jpg,underripe,0.9947
T20_d06_431_b_4.jpg,overripe,0.9696
T10_d03_037_a_1.jpg,underripe,0.9731
T20_d09_176_b_4.jpg,overripe,0.4949
T10_d26_202_b_5.jpg,overripe,0.8069
T10_d17_236_a_3.jpg,underripe,0.9141
T20_d03_440_b_2.jpg,underripe,0.9462
T10_d08_118_a_2.jpg,underripe,0.9578
Tam_d05_460_b_2.jpg,overripe,0.3423
Tam_d05_281_b_2.jpg,underripe,0.9275
T10_d01_381_b_1.jpg,underripe,0.9836
T10_d18_411_a_3.jpg,underripe,0.6940
T20_d10_360_a_5.jpg,overripe,0.6493
Tam_d02_210_a_1.jpg,underripe,0.9259
T10_d24_122_b_5.jpg,overripe,0.8914
Tam_d06_139_b_3.jpg,underripe,0.6487
T10_d10_167_a_2.jpg,underripe,0.9170
T10_d22_202_b_5.jpg,overripe,0.7830
T20_d02_443_b_1.jpg,underripe,0.9502
Tam_d03_364_a_1.jpg,underripe,0.9705
T10_d09_250_b_2.jpg,underripe,0.9201
T20_d10_192_a_5.jpg,overripe,0.7559
T10_d20_296_a_4.jpg,overripe,0.6705
Tam_d03_171_a_1.jpg,underripe,0.9708
T10_d16_328_a_3.jpg,overripe,0.5207
T10_d14_282_b_4.jpg,overripe,0.8289
T20_d11_212_a_5.jpg,overripe,0.8651
T10_d23_219_b_5.jpg,overripe,0.8222
T10_d15_215_a_3.jpg,underripe,0.8640
